
[]
[{'score': 0.766677, 'label': '/art and entertainment/music/music genres/ska'}, {'score': 0.502407, 'label': '/art and entertainment/music/music genres/hip hop'}, {'score': 0.128154, 'label': '/art and entertainment/music/music genres/blues'}]
[{'score': 0.504706, 'label': '/religion and spirituality/buddhism'}, {'score': 0.29061, 'label': '/science/medicine'}, {'score': 0.168589, 'label': '/science/social science/history/prehistory'}]
[{'score': 0.34176, 'label': '/religion and spirituality/islam'}, {'score': 0.302058, 'label': '/education/english as a second language'}, {'score': 0.160991, 'label': '/education/school'}]
[{'score': 0.905355, 'label': '/law, govt and politics/legal issues/death penalty'}, {'score': 0.229106, 'label': '/law, govt and politics/politics/elections'}, {'score': 0.132896, 'label': '/law, govt and politics/politics/foreign policy'}]
[{'score': 0.65328, 'label': '/home and garden/bed and bath/bedroom'}, {'score': 0.115354, 'label': '/home and garden/laundry'}, {'score': 0.10666, 'label': '/travel/tourist facilities/hotel'}]
[{'score': 0.772811, 'label': '/art and entertainment/books and literature'}, {'score': 0.197439, 'label': '/news'}, {'score': 0.1532, 'label': '/news/international news'}]
[{'score': 0.70614, 'label': '/food and drink/healthy eating'}, {'score': 0.463462, 'label': '/health and fitness/disease/thyroid disease'}, {'score': 0.412056, 'label': '/health and fitness/disease/gerd and acid reflux'}]
[{'score': 0.629052, 'label': '/shopping/auctions'}, {'score': 0.112646, 'label': '/food and drink'}, {'score': 0.110284, 'label': '/shopping/retail'}]
[{'score': 0.705071, 'label': '/pets/birds'}, {'score': 0.514308, 'label': '/sports/gymnastics/calisthenics'}, {'score': 0.316003, 'label': '/health and fitness/exercise'}]
[{'score': 0.562948, 'label': '/food and drink/food and grocery retailers/grocery stores'}, {'score': 0.370354, 'label': '/health and fitness'}, {'score': 0.308274, 'label': '/health and fitness/disorders/mental disorder/bipolar disorder'}]
[{'score': 0.524025, 'label': '/style and fashion/footwear/shoes'}, {'score': 0.317416, 'label': '/health and fitness/disorders/mental disorder'}, {'score': 0.230699, 'label': '/health and fitness/disorders/mental disorder/bipolar disorder'}]
[{'score': 0.824651, 'label': '/technology and computing/consumer electronics/game systems and consoles/playstation'}, {'score': 0.310785, 'label': '/technology and computing/hardware/computer components/disks'}, {'score': 0.127354, 'label': '/technology and computing/consumer electronics/ebook reader'}]
[{'score': 0.773644, 'label': '/style and fashion'}, {'score': 0.220739, 'label': '/technology and computing/mp3 and midi'}, {'score': 0.110703, 'label': '/style and fashion/footwear/shoes'}]
[{'score': 0.992726, 'label': '/health and fitness/disease/cold and flu'}, {'score': 0.0306662, 'label': '/religion and spirituality/islam'}, {'score': 0.0248695, 'label': '/travel/tourist facilities/hotel'}]
[{'score': 0.162041, 'label': '/sports/football'}, {'score': 0.152216, 'label': '/travel/tourist destinations/france'}, {'score': 0.143635, 'label': '/law, govt and politics/legal issues/death penalty'}]
[{'score': 0.191437, 'label': '/society/crime'}, {'score': 0.152776, 'label': '/home and garden/home furnishings/lamps and lighting'}, {'score': 0.147079, 'label': '/art and entertainment/books and literature'}]
[{'score': 0.999978, 'label': '/health and fitness/disease/cold and flu'}, {'score': 0.00436347, 'label': '/technology and computing/hardware/computer components/chips and processors'}, {'score': 0.00120724, 'label': '/health and fitness/disease'}]
[{'score': 0.724118, 'label': '/health and fitness/disease/thyroid disease'}, {'score': 0.124813, 'label': '/health and fitness/disorders'}, {'score': 0.0988489, 'label': '/health and fitness/disease/diabetes'}]
[{'score': 0.574409, 'label': '/food and drink/food/grains and pasta'}, {'score': 0.553395, 'label': '/technology and computing/software/databases'}, {'score': 0.445077, 'label': '/sports/running and jogging'}]
[{'score': 0.707952, 'label': '/art and entertainment/books and literature'}, {'score': 0.123231, 'label': '/finance/investing/brokerages'}, {'score': 0.122002, 'label': '/business and industrial'}]
[{'score': 0.26348, 'label': '/health and fitness/disorders/mental disorder/panic and anxiety'}, {'score': 0.21865, 'label': '/health and fitness/disease/heart disease'}, {'score': 0.197787, 'label': '/sports/golf'}]
[{'score': 0.576849, 'label': '/family and parenting/babies and toddlers'}, {'score': 0.378424, 'label': '/health and fitness/disease/thyroid disease'}, {'score': 0.357564, 'label': '/technology and computing'}]
[{'score': 0.384075, 'label': '/travel/tourist destinations/caribbean'}, {'score': 0.308276, 'label': '/food and drink'}, {'score': 0.16879, 'label': '/style and fashion/footwear/sandals'}]
[{'score': 0.393375, 'label': '/health and fitness'}, {'score': 0.293888, 'label': '/family and parenting'}, {'score': 0.221178, 'label': '/society/welfare/healthcare/hospital'}]
[{'score': 0.484382, 'label': '/health and fitness/disease/incontinence'}, {'score': 0.398801, 'label': '/business and industrial/agriculture and forestry/crops and seed'}, {'score': 0.277979, 'label': '/business and industrial/energy/oil/oil and gas prices'}]
[{'score': 0.670106, 'label': '/food and drink/desserts and baking'}, {'score': 0.600257, 'label': '/style and fashion/footwear/shoes'}, {'score': 0.221752, 'label': '/religion and spirituality/judaism'}]
[{'score': 0.645552, 'label': '/health and fitness/disease/cold and flu'}, {'score': 0.588145, 'label': '/education/school'}, {'score': 0.389145, 'label': '/education/graduate school/college'}]
[{'score': 0.690991, 'label': '/health and fitness/disease'}, {'score': 0.673851, 'label': '/family and parenting/children'}, {'score': 0.117448, 'label': '/health and fitness/dental care'}]
[{'score': 0.944951, 'label': '/health and fitness/disease'}, {'score': 0.0879465, 'label': '/health and fitness/disease/cancer'}, {'score': 0.0840166, 'label': '/health and fitness'}]
[{'score': 0.707429, 'label': '/travel/tourist facilities/hotel'}, {'score': 0.596542, 'label': '/finance/investing/brokerages'}, {'score': 0.0939809, 'label': '/health and fitness/disease/thyroid disease'}]
[{'score': 0.626605, 'label': '/society/crime/personal offense/homicide'}, {'score': 0.529232, 'label': '/travel/tourist destinations/france'}, {'score': 0.429792, 'label': '/art and entertainment/music'}]
[{'score': 0.350024, 'label': '/technology and computing/hardware/computer networking/router'}, {'score': 0.230236, 'label': '/health and fitness/disease/headaches and migraines'}, {'score': 0.140578, 'label': '/technology and computing'}]
[{'score': 0.468306, 'label': '/art and entertainment/visual art and design/drawing'}, {'score': 0.403329, 'label': '/hobbies and interests/reading'}, {'score': 0.259756, 'label': '/travel/tourist destinations/mexico and central america'}]
[{'score': 0.685936, 'label': '/health and fitness/disease'}, {'score': 0.300732, 'label': '/society/sex'}, {'score': 0.180434, 'label': '/family and parenting/children'}]
[{'score': 0.293888, 'label': '/style and fashion/beauty/hair care'}, {'score': 0.143804, 'label': '/business and industrial/energy/natural gas'}, {'score': 0.117311, 'label': '/business and industrial/chemicals industry/plastics and polymers'}]
[{'score': 0.812237, 'label': '/art and entertainment/shows and events/festival'}, {'score': 0.38848, 'label': '/art and entertainment/movies/film festivals and awards'}, {'score': 0.182691, 'label': '/travel/transports/air travel/airports'}]
[{'score': 0.188987, 'label': '/health and fitness/disease/chronic fatigue syndrome'}, {'score': 0.140283, 'label': '/society/unrest and war'}, {'score': 0.129486, 'label': '/hobbies and interests/guitar'}]
[{'score': 0.81199, 'label': '/style and fashion/jewelry'}, {'score': 0.247032, 'label': '/art and entertainment/music'}, {'score': 0.211885, 'label': '/technology and computing/consumer electronics/tv and video equipment/dvrs and set-top boxes'}]
[{'score': 0.568191, 'label': '/law, govt and politics/government'}, {'score': 0.162621, 'label': '/society/unrest and war'}, {'score': 0.129232, 'label': '/law, govt and politics'}]
[{'score': 0.554424, 'label': '/food and drink/desserts and baking'}, {'score': 0.550983, 'label': '/health and fitness/disease/cold and flu'}, {'score': 0.423164, 'label': '/technology and computing/computer security/antivirus and malware'}]
[{'score': 0.809233, 'label': '/health and fitness/disease/allergies'}, {'score': 0.467103, 'label': '/health and fitness/disease/cold and flu'}, {'score': 0.126608, 'label': '/health and fitness/disease/headaches and migraines'}]
[{'score': 0.660259, 'label': '/health and fitness/disease/diabetes'}, {'score': 0.407976, 'label': '/health and fitness/disease/heart disease'}, {'score': 0.407786, 'label': '/health and fitness/disease/cholesterol'}]
[{'score': 0.564476, 'label': '/health and fitness/incest and abuse support'}, {'score': 0.380014, 'label': '/art and entertainment/music/music genres/soul music'}, {'score': 0.297277, 'label': '/health and fitness/disease/aids and hiv'}]
[{'score': 0.266801, 'label': '/education/alumni and reunions'}, {'score': 0.191887, 'label': '/family and parenting'}, {'score': 0.177426, 'label': '/family and parenting/children'}]
[{'score': 0.222633, 'label': '/art and entertainment/music/music genres/rock music'}, {'score': 0.196583, 'label': '/technology and computing/consumer electronics/audio equipment/headphones'}, {'score': 0.193484, 'label': '/art and entertainment/music'}]
[{'score': 0.623665, 'label': '/health and fitness/disease/gerd and acid reflux'}, {'score': 0.311745, 'label': '/technology and computing/hardware/computer components/disks'}, {'score': 0.120638, 'label': '/technology and computing/hardware/computer components/memory/portable'}]
[{'score': 0.646972, 'label': '/health and fitness/disease'}, {'score': 0.151451, 'label': '/health and fitness/disease/cold and flu'}, {'score': 0.133451, 'label': '/hobbies and interests/games/card games'}]
[{'score': 0.359082, 'label': '/automotive and vehicles/cars'}, {'score': 0.286691, 'label': '/health and fitness/disease/headaches and migraines'}, {'score': 0.154948, 'label': '/automotive and vehicles/vehicle brands/toyota'}]
[{'score': 0.154425, 'label': '/health and fitness/disease/cold and flu'}, {'score': 0.152362, 'label': '/science/social science/anthropology'}, {'score': 0.138952, 'label': '/technology and computing/computer security/antivirus and malware'}]
[{'score': 0.552608, 'label': '/health and fitness'}, {'score': 0.465006, 'label': '/health and fitness/disease'}, {'score': 0.182933, 'label': '/religion and spirituality/judaism'}]
[{'score': 0.692298, 'label': '/technology and computing/hardware/computer networking/router'}, {'score': 0.463463, 'label': '/health and fitness/disease/thyroid disease'}, {'score': 0.412057, 'label': '/health and fitness/disease/gerd and acid reflux'}]
[{'score': 0.453815, 'label': '/health and fitness/disease/headaches and migraines'}, {'score': 0.321384, 'label': '/art and entertainment/comics and animation/comics'}, {'score': 0.132965, 'label': '/art and entertainment/books and literature/science fiction'}]
[{'score': 0.706968, 'label': '/hobbies and interests/guitar'}, {'score': 0.16778, 'label': '/sports/football'}, {'score': 0.165384, 'label': '/health and fitness/disease/diabetes'}]
[{'score': 0.189622, 'label': '/food and drink'}, {'score': 0.144339, 'label': '/society/sex'}, {'score': 0.138553, 'label': '/food and drink/food/fruits and vegetables'}]
[{'score': 0.599847, 'label': '/art and entertainment/movies and tv/talk shows'}, {'score': 0.519194, 'label': '/art and entertainment/movies and tv/dramas'}, {'score': 0.248993, 'label': '/law, govt and politics/government/courts and judiciary'}]
[{'score': 0.815822, 'label': '/science/weather'}, {'score': 0.355475, 'label': '/art and entertainment/music'}, {'score': 0.15397, 'label': '/style and fashion/clothing/blazers'}]
[{'score': 0.1485, 'label': '/art and entertainment/books and literature'}, {'score': 0.14613, 'label': '/science/weather/meteorological disaster/tornado'}, {'score': 0.141553, 'label': '/health and fitness/disease/incontinence'}]
[{'score': 0.512103, 'label': '/health and fitness/disease/arthritis'}, {'score': 0.412635, 'label': '/health and fitness/disease'}, {'score': 0.412492, 'label': '/health and fitness/disease/heart disease'}]
[{'score': 0.363957, 'label': '/health and fitness/disease/thyroid disease'}, {'score': 0.335629, 'label': '/health and fitness/disorders'}, {'score': 0.309292, 'label': '/science/medicine/genetics'}]
[{'score': 0.262492, 'label': '/style and fashion/footwear/shoes'}, {'score': 0.169934, 'label': '/style and fashion/footwear/boots'}, {'score': 0.166048, 'label': '/style and fashion/clothing/jackets'}]
[{'score': 0.131904, 'label': '/technology and computing/internet technology/email'}, {'score': 0.11501, 'label': '/art and entertainment/radio'}, {'score': 0.112802, 'label': '/food and drink/beverages/alcoholic beverages/cocktails and beer'}]
[{'score': 0.194381, 'label': '/news'}, {'score': 0.137959, 'label': '/society/welfare/healthcare/hospital'}, {'score': 0.108679, 'label': '/health and fitness/addiction/alcoholism'}]
[]
[{'score': 0.785441, 'label': '/art and entertainment/music/recording industry/record labels'}, {'score': 0.122646, 'label': '/business and industrial/record company'}, {'score': 0.122098, 'label': '/health and fitness'}]
[{'score': 0.655433, 'label': '/health and fitness/disease/thyroid disease'}, {'score': 0.582734, 'label': '/health and fitness/disease/gerd and acid reflux'}, {'score': 0.167439, 'label': "/health and fitness/disease/ibs and crohn's disease"}]
[{'score': 0.706693, 'label': '/automotive and vehicles/motorcycles'}, {'score': 0.693332, 'label': '/travel'}, {'score': 0.138862, 'label': '/travel/tourist facilities/hotel'}]
[{'score': 0.399811, 'label': '/health and fitness/disease/cold and flu'}, {'score': 0.242073, 'label': '/society/welfare/healthcare/hospital'}, {'score': 0.178351, 'label': '/society/unrest and war'}]
[{'score': 0.563208, 'label': '/sports/baseball'}, {'score': 0.193064, 'label': '/shopping/gifts/greeting cards'}, {'score': 0.138716, 'label': '/sports'}]
[{'score': 0.491857, 'label': '/style and fashion/beauty/hair care'}, {'score': 0.349547, 'label': '/style and fashion/beauty/face and body care/hygiene and toiletries'}, {'score': 0.298204, 'label': '/art and entertainment/visual art and design/design'}]
[{'score': 0.658213, 'label': '/health and fitness/disease/headaches and migraines'}, {'score': 0.212543, 'label': '/health and fitness/weight loss'}, {'score': 0.155127, 'label': '/art and entertainment/music/music genres/pop music'}]
[{'score': 0.513255, 'label': '/sports/golf'}, {'score': 0.438, 'label': '/society/unrest and war'}, {'score': 0.35323, 'label': '/sports/football'}]
[{'score': 0.574955, 'label': '/home and garden/home improvement and repair/house painting and finishing'}, {'score': 0.289962, 'label': '/travel/tourist facilities/hotel'}, {'score': 0.170806, 'label': '/society/sex'}]
[{'score': 0.695156, 'label': '/science/medicine/surgery'}, {'score': 0.549254, 'label': '/art and entertainment/music'}, {'score': 0.444303, 'label': '/family and parenting/children'}]
[{'score': 0.219836, 'label': '/news'}, {'score': 0.212742, 'label': '/law, govt and politics'}, {'score': 0.194124, 'label': '/society/welfare/healthcare/hospital'}]
[{'score': 0.824988, 'label': '/health and fitness/disease/thyroid disease'}, {'score': 0.47282, 'label': '/health and fitness/disease/gerd and acid reflux'}, {'score': 0.171329, 'label': '/health and fitness/disease/incontinence'}]
[{'score': 0.321397, 'label': '/sports/walking'}, {'score': 0.264525, 'label': '/home and garden/home furnishings/rugs and carpets'}, {'score': 0.21354, 'label': '/health and fitness/disease/thyroid disease'}]
[{'score': 0.799266, 'label': '/art and entertainment/movies and tv/movies'}, {'score': 0.339428, 'label': '/art and entertainment/books and literature'}, {'score': 0.12717, 'label': '/health and fitness/disease/thyroid disease'}]
[{'score': 0.352312, 'label': '/style and fashion/accessories/gloves'}, {'score': 0.289017, 'label': '/style and fashion/beauty/hair care'}, {'score': 0.190735, 'label': '/style and fashion/beauty/cosmetics'}]
[{'score': 0.764555, 'label': '/health and fitness/disease/heart disease'}, {'score': 0.327539, 'label': '/health and fitness/disease'}, {'score': 0.233229, 'label': '/health and fitness/disease/diabetes'}]
[{'score': 0.230167, 'label': '/health and fitness'}, {'score': 0.125111, 'label': '/family and parenting/children'}, {'score': 0.110592, 'label': '/pets/dogs'}]
[{'score': 0.665681, 'label': '/careers/job fairs'}, {'score': 0.463468, 'label': '/health and fitness/disease/thyroid disease'}, {'score': 0.412062, 'label': '/health and fitness/disease/gerd and acid reflux'}]
[{'score': 0.252405, 'label': '/family and parenting/motherhood/pregnancy'}, {'score': 0.216706, 'label': '/style and fashion/footwear/shoes'}, {'score': 0.178113, 'label': '/science/weather/meteorological disaster/hurricane'}]
[{'score': 0.993955, 'label': '/health and fitness/disease/incontinence'}, {'score': 0.0273377, 'label': '/health and fitness/disease/diabetes'}, {'score': 0.0248857, 'label': '/health and fitness/disease'}]
[{'score': 0.556116, 'label': '/automotive and vehicles/vehicle brands/honda'}, {'score': 0.505187, 'label': '/health and fitness/disease/thyroid disease'}, {'score': 0.463588, 'label': '/sports/running and jogging'}]
[{'score': 0.435688, 'label': '/hobbies and interests/collecting/stamps and coins'}, {'score': 0.12683, 'label': '/art and entertainment/books and literature/science fiction'}, {'score': 0.111418, 'label': '/health and fitness/disease'}]
[]
[{'score': 0.571749, 'label': '/style and fashion/accessories'}, {'score': 0.543811, 'label': '/shopping/auctions'}, {'score': 0.523353, 'label': '/technology and computing/consumer electronics/game systems and consoles/playstation'}]
[{'score': 0.355933, 'label': '/society/welfare/healthcare/hospital'}, {'score': 0.178997, 'label': '/family and parenting/children'}, {'score': 0.15462, 'label': '/technology and computing/hardware/computer components/disks'}]
[{'score': 0.653033, 'label': '/food and drink'}, {'score': 0.504375, 'label': '/food and drink/food/fast food'}, {'score': 0.183173, 'label': '/food and drink/beverages/non alcoholic beverages/coffee and tea'}]
[{'score': 0.299233, 'label': '/health and fitness/disease/gerd and acid reflux'}, {'score': 0.16523, 'label': '/health and fitness/disease/thyroid disease'}, {'score': 0.138698, 'label': '/health and fitness/disease/arthritis'}]
[{'score': 0.599487, 'label': '/home and garden/bed and bath/bedroom'}, {'score': 0.441294, 'label': '/automotive and vehicles/vehicle brands/chevrolet'}, {'score': 0.292558, 'label': '/home and garden/remodeling and construction'}]
[{'score': 0.229671, 'label': '/law, govt and politics/legal issues/human rights'}, {'score': 0.196598, 'label': '/art and entertainment/shows and events/concert'}, {'score': 0.17048, 'label': '/business and industrial/agriculture and forestry/livestock'}]
[{'score': 0.577313, 'label': '/real estate'}, {'score': 0.576899, 'label': '/art and entertainment/music'}, {'score': 0.42037, 'label': '/art and entertainment/visual art and design/painting'}]
[{'score': 0.221139, 'label': '/health and fitness/disease/thyroid disease'}, {'score': 0.143672, 'label': '/technology and computing/mp3 and midi'}, {'score': 0.134792, 'label': '/art and entertainment/movies and tv/movies'}]
[{'score': 0.594505, 'label': '/family and parenting/babies and toddlers'}, {'score': 0.386415, 'label': '/pets/cats'}, {'score': 0.139363, 'label': '/health and fitness/disease/thyroid disease'}]
[{'score': 0.186283, 'label': '/society/welfare/healthcare/hospital'}, {'score': 0.138366, 'label': '/health and fitness'}, {'score': 0.0919167, 'label': '/travel/transports/public transport'}]
[{'score': 0.958403, 'label': '/health and fitness/disease'}, {'score': 0.232404, 'label': '/health and fitness/disease/chronic fatigue syndrome'}, {'score': 0.0383637, 'label': '/health and fitness/disease/thyroid disease'}]
[{'score': 0.629051, 'label': '/society/unrest and war'}, {'score': 0.387479, 'label': '/hobbies and interests/magic and illusion'}, {'score': 0.328184, 'label': '/art and entertainment/movies and tv/movies'}]
[]
[{'score': 0.577413, 'label': '/automotive and vehicles/vehicle brands/subaru'}, {'score': 0.534069, 'label': '/pets/large animals'}, {'score': 0.378434, 'label': '/health and fitness/disease/thyroid disease'}]
[{'score': 0.378491, 'label': '/automotive and vehicles/cars/coupe'}, {'score': 0.180316, 'label': '/automotive and vehicles/cars/luxury'}, {'score': 0.115384, 'label': '/home and garden/bed and bath/bedroom'}]
[{'score': 0.872235, 'label': '/religion and spirituality/islam'}, {'score': 0.0695428, 'label': '/education/school'}, {'score': 0.0520363, 'label': '/hobbies and interests/guitar'}]
[{'score': 0.707284, 'label': '/society/unrest and war'}, {'score': 0.668037, 'label': '/society/sex'}, {'score': 0.0552256, 'label': '/law, govt and politics/legal issues/civil rights'}]
[{'score': 0.498938, 'label': '/health and fitness/disease/cancer'}, {'score': 0.375143, 'label': '/health and fitness/disease'}, {'score': 0.113298, 'label': '/business and industrial'}]
[{'score': 0.312394, 'label': '/sports/football'}, {'score': 0.216698, 'label': '/law, govt and politics/legal issues/legislation'}, {'score': 0.184283, 'label': '/education/graduate school/college'}]
[{'score': 0.9917, 'label': '/health and fitness/disease/headaches and migraines'}, {'score': 0.0950978, 'label': '/business and industrial/tanning'}, {'score': 0.0217128, 'label': '/health and fitness/disease/cancer'}]
[{'score': 0.999989, 'label': '/society/welfare/healthcare/hospital'}, {'score': 0.00342049, 'label': '/law, govt and politics/law enforcement/police'}, {'score': 0.00160675, 'label': '/science/medicine/surgery'}]
[{'score': 0.474066, 'label': '/health and fitness/disease/thyroid disease'}, {'score': 0.413096, 'label': '/health and fitness/disease/gerd and acid reflux'}, {'score': 0.206954, 'label': '/science/medicine/surgery/transplants'}]
[{'score': 0.57721, 'label': '/food and drink/cuisines/mexican cuisine'}, {'score': 0.530971, 'label': '/family and parenting/adoption'}, {'score': 0.307709, 'label': '/health and fitness/disease/cold and flu'}]
[{'score': 0.910663, 'label': '/automotive and vehicles/certified pre-owned'}, {'score': 0.183787, 'label': '/shopping/resources/warranties and service contracts'}, {'score': 0.137415, 'label': '/automotive and vehicles/vehicle brands/isuzu'}]
[{'score': 0.232605, 'label': '/education/school'}, {'score': 0.162283, 'label': '/family and parenting/children'}, {'score': 0.147773, 'label': '/law, govt and politics/armed forces/army'}]
[{'score': 0.326304, 'label': '/religion and spirituality'}, {'score': 0.163001, 'label': '/finance/investing'}, {'score': 0.109957, 'label': '/art and entertainment/books and literature'}]
[{'score': 0.349058, 'label': '/sports/soccer'}, {'score': 0.288114, 'label': '/sports/football'}, {'score': 0.166787, 'label': '/society/unrest and war'}]
[{'score': 0.574681, 'label': '/business and industrial/company/bankruptcy'}, {'score': 0.28863, 'label': '/health and fitness'}, {'score': 0.126858, 'label': '/travel/vacation rentals'}]
[{'score': 0.639681, 'label': '/health and fitness/disease/diabetes'}, {'score': 0.319762, 'label': '/health and fitness/disease'}, {'score': 0.298395, 'label': '/technology and computing/data centers'}]
[{'score': 0.418903, 'label': '/family and parenting/children'}, {'score': 0.301885, 'label': '/sports/soccer'}, {'score': 0.217458, 'label': '/sports/football'}]
[{'score': 0.325262, 'label': '/sports/soccer'}, {'score': 0.319234, 'label': '/technology and computing/consumer electronics/camera and photo equipment/telescopes'}, {'score': 0.282035, 'label': '/sports/walking'}]
[{'score': 0.775528, 'label': '/family and parenting'}, {'score': 0.132651, 'label': '/education/alumni and reunions'}, {'score': 0.0945032, 'label': '/family and parenting/children'}]
[{'score': 0.241055, 'label': '/news'}, {'score': 0.170374, 'label': '/automotive and vehicles/certified pre-owned'}, {'score': 0.142616, 'label': '/shopping/resources/warranties and service contracts'}]
[{'score': 0.67133, 'label': '/sports/martial arts/karate'}, {'score': 0.534606, 'label': '/art and entertainment/music/music genres/folk music'}, {'score': 0.150204, 'label': '/sports/martial arts'}]
[{'score': 0.288828, 'label': '/technology and computing/software'}, {'score': 0.267058, 'label': '/shopping/resources/loyalty programs'}, {'score': 0.246022, 'label': '/business and industrial/manufacturing'}]
[{'score': 0.70705, 'label': '/art and entertainment/music/music genres/hip hop'}, {'score': 0.279822, 'label': '/health and fitness/disease/cold and flu'}, {'score': 0.269422, 'label': '/health and fitness/disease/headaches and migraines'}]
[{'score': 0.402801, 'label': '/science/weather'}, {'score': 0.219206, 'label': '/automotive and vehicles/commercial vehicles'}, {'score': 0.209165, 'label': '/automotive and vehicles/off-road vehicles'}]
[{'score': 0.522863, 'label': '/society/sex'}, {'score': 0.17415, 'label': '/health and fitness/sexuality'}, {'score': 0.13039, 'label': '/business and industrial'}]
[{'score': 0.707054, 'label': '/health and fitness/disease/cold and flu'}, {'score': 0.138405, 'label': '/travel/tourist destinations/australia and new zealand'}, {'score': 0.127615, 'label': '/travel/tourist destinations/japan'}]
[{'score': 0.570756, 'label': '/pets/birds'}, {'score': 0.448105, 'label': '/sports/fishing'}, {'score': 0.378484, 'label': '/health and fitness/disease/thyroid disease'}]
[{'score': 0.506848, 'label': '/society/social institution/marriage'}, {'score': 0.504193, 'label': '/law, govt and politics/government/embassies and consulates'}, {'score': 0.27074, 'label': '/finance/personal finance/lending/credit cards'}]
